Date,Feedback,tokens,Normalized_Feedback,Punctuation_Removal,Remove_stop_words,Lematization,Clean_data,Label,Numeric_Label,Compound_Score
04-Mar-24,schedule power outage five oclock hopefully would not last day hassle kid,"['You', 'scheduled', 'a', 'power', 'outage', 'at', 'five', ""o'clock"", '.', 'Hopefully', ',', 'it', 'would', 'not', 'last', 'all', 'day', '.', 'It', 'is', 'a', 'hassle', 'for', 'the', 'kids', '.']","['you', 'scheduled', 'a', 'power', 'outage', 'at', 'five', ""o'clock"", '.', 'hopefully', ',', 'it', 'would', 'not', 'last', 'all', 'day', '.', 'it', 'is', 'a', 'hassle', 'for', 'the', 'kids', '.']",you scheduled a power outage at five oclock  hopefully  it would not last all day  it is a hassle for the kids ,scheduled power outage five oclock hopefully would not last day hassle kids,schedule power outage five oclock hopefully would not last day hassle kid,schedule power outage five oclock hopefully would not last day hassle kid,Neutral,2,0.4019
04-Mar-24,always early miser iselco,"['You', 'will', 'always', 'be', 'early', 'misers', 'Iselco']","['you', 'will', 'always', 'be', 'early', 'misers', 'iselco']",you will always be early misers iselco,always early misers iselco,always early miser iselco,always early miser iselco,Negative,1,-0.4215
04-Mar-24,always like month without brown,"['It', 'is', 'always', 'like', 'that', ',', 'there', 'is', 'no', 'month', 'without', 'brown', 'out']","['it', 'is', 'always', 'like', 'that', ',', 'there', 'is', 'no', 'month', 'without', 'brown', 'out']",it is always like that  there is no month without brown out,always like month without brown,always like month without brown,always like month without brownout,Negative,1,0.3612
04-Mar-24,low quality iselco,"['Low', 'quality', 'iselco']","['low', 'quality', 'iselco']",low quality iselco,low quality iselco,low quality iselco,low quality iselco,Negative,1,-0.2732
04-Mar-24,look bill many charge give one star rating,"['look', 'at', 'the', 'bill', ',', 'there', 'are', 'many', 'charges', '.', 'I', 'will', 'give', 'you', 'one', 'star', 'rating']","['look', 'at', 'the', 'bill', ',', 'there', 'are', 'many', 'charges', '.', 'i', 'will', 'give', 'you', 'one', 'star', 'rating']",look at the bill  there are many charges  i will give you one star rating,look bill many charges give one star rating,look bill many charge give one star rating,look bill many charge give one star rating,Negative,1,0
05-Mar-24,rehabilitation maintenance suppose last half day extend even,"['The', 'rehabilitation', 'and', 'maintenance', 'was', 'supposed', 'to', 'last', 'half', 'a', 'day', 'but', 'was', 'extended', 'until', 'evening', '.']","['the', 'rehabilitation', 'and', 'maintenance', 'was', 'supposed', 'to', 'last', 'half', 'a', 'day', 'but', 'was', 'extended', 'until', 'evening', '.']",the rehabilitation and maintenance was supposed to last half a day but was extended until evening ,rehabilitation maintenance supposed last half day extended evening,rehabilitation maintenance suppose last half day extend even,rehabilitation maintenance suppose last half day extend even,Negative,1,0.1779
05-Mar-24,annoy iselco bill two month,"['You', 'are', 'annoying', 'Iselco', ',', 'we', 'have', 'no', 'bill', 'for', 'two', 'months', 'now']","['you', 'are', 'annoying', 'iselco', ',', 'we', 'have', 'no', 'bill', 'for', 'two', 'months', 'now']",you are annoying iselco  we have no bill for two months now,annoying iselco bill two months,annoy iselco bill two month,annoy iselco bill two month,Negative,1,-0.4404
05-Mar-24,guess electric bill,"['You', 'are', 'guessing', 'the', 'electric', 'bill', 'again', '!']","['you', 'are', 'guessing', 'the', 'electric', 'bill', 'again', '!']",you are guessing the electric bill again ,guessing electric bill,guess electric bill,guess electric bill,Negative,1,0
05-Mar-24,not use appliance yet bill high complain,"['I', 'am', 'not', 'using', 'all', 'my', 'appliances', 'yet', 'the', 'bill', 'is', 'too', 'high', ',', 'where', 'can', 'I', 'complain', 'about', 'it']","['i', 'am', 'not', 'using', 'all', 'my', 'appliances', 'yet', 'the', 'bill', 'is', 'too', 'high', ',', 'where', 'can', 'i', 'complain', 'about', 'it']",i am not using all my appliances yet the bill is too high  where can i complain about it,not using appliances yet bill high complain,not use appliance yet bill high complain,not use appliance yet bill high complain,Negative,1,-0.3612
08-Mar-24,brownout every single day not compassionate towards child anymore,"['brownout', 'every', 'single', 'day', '.', 'Are', 'you', 'not', 'compassionate', 'towards', 'the', 'children', 'anymore', '?']","['brownout', 'every', 'single', 'day', '.', 'are', 'you', 'not', 'compassionate', 'towards', 'the', 'children', 'anymore', '?']",brownout every single day  are you not compassionate towards the children anymore ,brownout every single day not compassionate towards children anymore,brownout every single day not compassionate towards child anymore,brownout every single day not compassionate towards child anymore,Negative,1,-0.3875
08-Mar-24,feeder three line always trip maybe mess around,"['Feeder', 'three', 'line', 'always', 'trips', '.', 'Maybe', 'you', 'are', 'just', 'messing', 'around', '.']","['feeder', 'three', 'line', 'always', 'trips', '.', 'maybe', 'you', 'are', 'just', 'messing', 'around', '.']",feeder three line always trips  maybe you are just messing around ,feeder three line always trips maybe messing around,feeder three line always trip maybe mess around,feeder three line always trip maybe mess around,Negative,1,-0.3612
08-Mar-24,thanks line warrior,"['Thanks', 'to', 'our', 'line', 'warriors']","['thanks', 'to', 'our', 'line', 'warriors']",thanks to our line warriors,thanks line warriors,thanks line warrior,thanks line warrior,Positive,0,0.4404
08-Mar-24,experience daily power outage electricity come back bill increase,"['Experience', 'daily', 'power', 'outages', ',', 'and', 'when', 'the', 'electricity', 'comes', 'back', ',', 'the', 'bill', 'will', 'increase', '.']","['experience', 'daily', 'power', 'outages', ',', 'and', 'when', 'the', 'electricity', 'comes', 'back', ',', 'the', 'bill', 'will', 'increase', '.']",experience daily power outages  and when the electricity comes back  the bill will increase ,experience daily power outages electricity comes back bill increase,experience daily power outage electricity come back bill increase,experience daily power outage electricity come back bill increase,Negative,1,0.3182
08-Mar-24,upgrade need do consumer would not one suffer,"['upgrades', 'are', 'needed', ',', 'they', 'should', 'be', 'done', 'so', 'that', 'consumers', 'would', 'not', 'be', 'the', 'ones', 'suffering', '.']","['upgrades', 'are', 'needed', ',', 'they', 'should', 'be', 'done', 'so', 'that', 'consumers', 'would', 'not', 'be', 'the', 'ones', 'suffering', '.']",upgrades are needed  they should be done so that consumers would not be the ones suffering ,upgrades needed done consumers would not ones suffering,upgrade need do consumer would not one suffer,upgrade need do consumer would not one suffer,Neutral,2,0.431
08-Mar-24,really not provide good service constant brownout,"['you', 'really', 'do', 'not', 'provide', 'good', 'service', ',', 'just', 'constant', 'brownout', '.']","['you', 'really', 'do', 'not', 'provide', 'good', 'service', ',', 'just', 'constant', 'brownout', '.']",you really do not provide good service  just constant brownout ,really not provide good service constant brownout,really not provide good service constant brownout,really not provide good service constant brownout,Negative,1,-0.3959
08-Mar-24,please upgrade feeder three keep break every three day,"['Please', 'upgrade', ',', 'the', 'feeder', 'three', 'keeps', 'breaking', 'every', 'three', 'days', '.']","['please', 'upgrade', ',', 'the', 'feeder', 'three', 'keeps', 'breaking', 'every', 'three', 'days', '.']",please upgrade  the feeder three keeps breaking every three days ,please upgrade feeder three keeps breaking every three days,please upgrade feeder three keep break every three day,please upgrade feeder three keep break every three day,Negative,1,0.3182
09-Mar-24,san placido not list also brownout,"['San', 'Placido', 'is', 'not', 'on', 'the', 'list', ',', 'it', 'is', 'also', 'brownout']","['san', 'placido', 'is', 'not', 'on', 'the', 'list', ',', 'it', 'is', 'also', 'brownout']",san placido is not on the list  it is also brownout,san placido not list also brownout,san placido not list also brownout,san placido not list also brownout,Negative,1,0
09-Mar-24,payment approach brownout,"['Because', 'the', 'payment', 'is', 'approaching', ',', 'so', 'it', 'is', 'brownout', 'again']","['because', 'the', 'payment', 'is', 'approaching', ',', 'so', 'it', 'is', 'brownout', 'again']",because the payment is approaching  so it is brownout again,payment approaching brownout,payment approach brownout,payment approach brownout,Negative,1,0
09-Mar-24,vira list brownout,"['There', 'is', 'no', 'VIRA', 'on', 'the', 'list', 'but', 'we', 'are', 'brownout', 'here']","['there', 'is', 'no', 'vira', 'on', 'the', 'list', 'but', 'we', 'are', 'brownout', 'here']",there is no vira on the list but we are brownout here,vira list brownout,vira list brownout,vira list brownout,Negative,1,0
15-Mar-24,distribute list barangays lose electricity barangays not include list one actually lose power,"['You', 'are', 'distributing', 'a', 'list', 'of', 'barangays', 'that', 'will', 'lose', 'electricity', ',', 'but', 'other', 'barangays', 'not', 'included', 'in', 'your', 'list', 'are', 'the', 'ones', 'that', 'actually', 'lost', 'power', '.']","['you', 'are', 'distributing', 'a', 'list', 'of', 'barangays', 'that', 'will', 'lose', 'electricity', ',', 'but', 'other', 'barangays', 'not', 'included', 'in', 'your', 'list', 'are', 'the', 'ones', 'that', 'actually', 'lost', 'power', '.']",you are distributing a list of barangays that will lose electricity  but other barangays not included in your list are the ones that actually lost power ,distributing list barangays lose electricity barangays not included list ones actually lost power,distribute list barangays lose electricity barangays not include list one actually lose power,distribute list barangays lose electricity barangays not include list one actually lose power,Negative,1,-0.6597
15-Mar-24,post advisory hope could earlier least two day advance prepare,"['In', 'posting', 'advisories', ',', 'we', 'hope', 'you', 'could', 'do', 'it', 'earlier', ',', 'at', 'least', 'two', 'days', 'in', 'advance', 'so', 'we', 'can', 'prepare', '.']","['in', 'posting', 'advisories', ',', 'we', 'hope', 'you', 'could', 'do', 'it', 'earlier', ',', 'at', 'least', 'two', 'days', 'in', 'advance', 'so', 'we', 'can', 'prepare', '.']",in posting advisories  we hope you could do it earlier  at least two days in advance so we can prepare ,posting advisories hope could earlier least two days advance prepare,post advisory hope could earlier least two day advance prepare,post advisory hope could earlier least two day advance prepare,Neutral,2,0.4404
15-Mar-24,already paid electricity go experience brownout,"['They', 'have', 'already', 'paid', 'for', 'the', 'electricity', ',', 'so', 'they', 'are', 'going', 'to', 'experience', 'a', 'brownout', 'again', '.']","['they', 'have', 'already', 'paid', 'for', 'the', 'electricity', ',', 'so', 'they', 'are', 'going', 'to', 'experience', 'a', 'brownout', 'again', '.']",they have already paid for the electricity  so they are going to experience a brownout again ,already paid electricity going experience brownout,already paid electricity go experience brownout,already paid electricity go experience brownout,Neutral,2,0
19-Mar-24,thanks nice information,"['Thanks', 'for', 'the', 'nice', 'information']","['thanks', 'for', 'the', 'nice', 'information']",thanks for the nice information,thanks nice information,thanks nice information,thanks nice information,Positive,0,0.6908
19-Mar-24,someone operate hour three time electricity dead iselco fooling u several year,"['someone', 'operated', 'this', 'hour', '.', 'three', 'times', 'that', 'electricity', 'is', 'dead', '.', 'ISELCO', ',', 'you', 'have', 'been', 'fooling', 'us', 'for', 'several', 'years', '.']","['someone', 'operated', 'this', 'hour', '.', 'three', 'times', 'that', 'electricity', 'is', 'dead', '.', 'iselco', ',', 'you', 'have', 'been', 'fooling', 'us', 'for', 'several', 'years', '.']",someone operated this hour  three times that electricity is dead  iselco  you have been fooling us for several years ,someone operated hour three times electricity dead iselco fooling us several years,someone operate hour three time electricity dead iselco fooling u several year,someone operate hour three time electricity dead iselco fooling u several year,Negative,1,-0.7906
