Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Self Control,Addiction Level,CurrentActivity,ConnectionType,Average Video Length,Engagement Rate,Time Spent Per Session
62,Female,Philippines,28016,False,True,Labor/Worker,Rural,TikTok,241,9,27,4549,8,14,45,88,Evening,8,2,10,0,At home,Wi-Fi,0.3111111111111111,101.08888888888889,26.77777777777778
35,Other,United States,59779,True,False,Waiting staff,Urban,YouTube,265,13,24,594,6,16,32,56,Night,8,2,10,0,At school,Mobile Data,0.5,18.5625,20.384615384615383
64,Female,India,51881,True,True,Waiting staff,Urban,YouTube,33,16,12,5452,6,20,4,49,Evening,8,2,10,0,Commuting,Mobile Data,5.0,1363.0,2.0625
53,Other,Barzil,44472,False,False,Students,Rural,Facebook,118,6,7,506,4,24,1,92,Evening,3,7,5,5,At work,Mobile Data,24.0,506.0,19.666666666666668
64,Female,Barzil,71813,True,True,Labor/Worker,Rural,TikTok,200,10,20,4889,5,6,33,1,Evening,8,2,10,0,At school,Wi-Fi,0.18181818181818182,148.15151515151516,20.0
39,Male,United States,56021,True,False,Labor/Worker,Urban,YouTube,34,13,9,7637,2,23,7,65,Night,6,4,8,2,At home,Wi-Fi,3.2857142857142856,1091.0,2.6153846153846154
51,Male,Philippines,74131,True,True,Waiting staff,Rural,TikTok,196,7,9,8212,3,25,9,28,Afternoon,9,1,10,0,At home,Mobile Data,2.7777777777777777,912.4444444444445,28.0
64,Female,India,44087,False,False,Students,Rural,TikTok,297,19,8,1399,3,6,1,20,Evening,9,1,10,0,At home,Wi-Fi,6.0,1399.0,15.631578947368421
25,Female,Mexico,32828,False,True,Waiting staff,Rural,TikTok,125,19,14,3201,5,3,16,48,Evening,9,1,10,0,At home,Mobile Data,0.1875,200.0625,6.578947368421052
57,Other,United States,81610,True,False,Driver,Rural,Instagram,46,17,1,7854,5,15,18,72,Night,8,2,10,0,At home,Mobile Data,0.8333333333333334,436.3333333333333,2.7058823529411766
61,Male,Pakistan,21401,False,True,Artist,Rural,Instagram,291,13,23,6763,6,29,47,65,Evening,8,2,10,0,At work,Wi-Fi,0.6170212765957447,143.89361702127658,22.384615384615383
36,Female,Barzil,35193,False,False,Labor/Worker,Rural,Instagram,146,13,21,7962,5,3,6,90,Afternoon,8,2,10,0,At home,Wi-Fi,0.5,1327.0,11.23076923076923
59,Other,United States,64864,True,True,Waiting staff,Rural,Instagram,236,2,23,5190,6,11,2,51,Evening,6,4,8,2,At home,Mobile Data,5.5,2595.0,118.0
58,Female,United States,40307,False,True,Teacher,Rural,Facebook,191,10,12,5681,8,3,9,43,Evening,8,2,10,0,At school,Mobile Data,0.3333333333333333,631.2222222222222,19.1
54,Female,Mexico,39611,False,True,Waiting staff,Rural,YouTube,95,13,25,3678,2,28,4,49,Night,8,2,10,0,At work,Wi-Fi,7.0,919.5,7.3076923076923075
23,Male,Mexico,63791,True,True,Driver,Rural,Instagram,62,9,2,336,4,10,45,25,Evening,8,2,10,0,Commuting,Wi-Fi,0.2222222222222222,7.466666666666667,6.888888888888889
43,Male,India,31950,False,False,Waiting staff,Rural,Facebook,244,1,13,1667,6,18,23,74,Afternoon,3,7,5,5,At work,Wi-Fi,0.782608695652174,72.47826086956522,244.0
51,Male,India,96240,True,True,Labor/Worker,Rural,YouTube,276,14,27,909,5,1,43,76,Afternoon,9,1,10,0,At work,Mobile Data,0.023255813953488372,21.13953488372093,19.714285714285715
62,Male,India,97403,True,False,Students,Rural,Instagram,296,16,4,8467,1,16,45,41,Evening,8,2,10,0,At home,Wi-Fi,0.35555555555555557,188.15555555555557,18.5
23,Female,Vietnam,22745,False,True,Students,Rural,YouTube,109,15,20,9083,9,16,43,71,Afternoon,8,2,10,0,At school,Wi-Fi,0.37209302325581395,211.2325581395349,7.266666666666667
54,Male,Vietnam,75243,True,False,Labor/Worker,Urban,Instagram,96,1,18,8204,3,27,8,64,Night,9,1,10,0,At school,Mobile Data,3.375,1025.5,96.0
50,Other,India,23866,False,True,Labor/Worker,Rural,Facebook,24,17,19,5122,2,10,39,61,Evening,8,2,10,0,At work,Mobile Data,0.2564102564102564,131.33333333333334,1.411764705882353
39,Female,India,52245,True,False,Students,Urban,TikTok,110,13,16,8153,9,1,25,12,Evening,3,7,5,5,Commuting,Mobile Data,0.04,326.12,8.461538461538462
38,Male,India,64724,True,True,Driver,Urban,TikTok,174,15,27,973,7,4,16,81,Afternoon,3,7,5,5,At home,Mobile Data,0.25,60.8125,11.6
23,Male,Indonesia,91354,True,False,Students,Rural,YouTube,38,16,14,4270,5,3,35,69,Afternoon,8,2,10,0,At school,Wi-Fi,0.08571428571428572,122.0,2.375
23,Male,Mexico,71374,True,True,Labor/Worker,Rural,Facebook,123,16,29,1408,6,5,17,14,Afternoon,3,7,5,5,At home,Wi-Fi,0.29411764705882354,82.82352941176471,7.6875
21,Male,Philippines,50116,True,False,Labor/Worker,Rural,TikTok,116,2,8,2288,4,12,18,34,Afternoon,8,2,10,0,At work,Mobile Data,0.6666666666666666,127.11111111111111,58.0
47,Female,Vietnam,40447,False,True,Waiting staff,Rural,Instagram,139,17,12,8738,1,25,27,48,Evening,3,7,5,5,At school,Mobile Data,0.9259259259259259,323.6296296296296,8.176470588235293
28,Female,Pakistan,50431,True,False,Labor/Worker,Rural,TikTok,93,11,9,1218,4,12,15,61,Night,8,2,10,0,At school,Mobile Data,0.8,81.2,8.454545454545455
47,Other,Indonesia,37908,False,True,Labor/Worker,Rural,YouTube,280,8,6,1420,9,13,17,81,Evening,8,2,10,0,At home,Mobile Data,0.7647058823529411,83.52941176470588,35.0
48,Female,United States,49336,False,False,Manager,Rural,YouTube,253,3,26,9646,1,24,43,35,Afternoon,6,4,8,2,Commuting,Mobile Data,0.5581395348837209,224.32558139534885,84.33333333333333
41,Male,United States,60992,True,True,Cashier,Urban,Facebook,223,12,18,3377,3,12,5,65,Night,8,2,10,0,At work,Mobile Data,2.4,675.4,18.583333333333332
26,Other,India,75350,True,False,Labor/Worker,Rural,YouTube,175,16,2,7501,5,25,16,59,Afternoon,8,2,10,0,At home,Mobile Data,1.5625,468.8125,10.9375
20,Male,Philippines,89561,True,True,Manager,Rural,TikTok,288,14,23,4098,7,16,15,36,Evening,8,2,10,0,At school,Mobile Data,1.0666666666666667,273.2,20.571428571428573
48,Male,United States,71955,True,True,Cashier,Rural,TikTok,68,16,8,2738,9,13,42,79,Evening,3,7,5,5,At home,Wi-Fi,0.30952380952380953,65.19047619047619,4.25
57,Male,Barzil,81240,True,True,Artist,Rural,TikTok,99,17,24,7619,6,5,46,19,Night,8,2,10,0,At work,Mobile Data,0.10869565217391304,165.6304347826087,5.823529411764706
54,Male,India,40093,False,True,Driver,Rural,TikTok,203,11,14,1842,3,24,34,42,Night,9,1,10,0,At home,Wi-Fi,0.7058823529411765,54.1764705882353,18.454545454545453
53,Female,Barzil,26155,False,False,Driver,Urban,Facebook,132,17,6,8938,7,4,48,69,Evening,3,7,5,5,At school,Mobile Data,0.08333333333333333,186.20833333333334,7.764705882352941
41,Female,India,66607,True,True,Driver,Rural,Instagram,145,19,10,2816,4,21,19,19,Night,3,7,5,5,At work,Mobile Data,1.105263157894737,148.21052631578948,7.631578947368421
48,Male,India,53487,True,False,Teacher,Rural,Instagram,148,1,8,9063,3,15,8,39,Evening,3,7,5,5,At work,Wi-Fi,1.875,1132.875,148.0
23,Male,United States,75668,True,True,Cashier,Rural,Facebook,238,12,17,494,7,12,47,69,Evening,8,2,10,0,At home,Mobile Data,0.2553191489361702,10.51063829787234,19.833333333333332
19,Male,India,40963,False,False,Cashier,Rural,YouTube,283,15,25,6560,7,19,10,52,Evening,6,4,8,2,Commuting,Mobile Data,1.9,656.0,18.866666666666667
37,Male,Germany,70124,True,True,Artist,Urban,Instagram,59,18,29,5510,4,21,5,12,Afternoon,8,2,10,0,At school,Mobile Data,4.2,1102.0,3.2777777777777777
45,Other,Vietnam,72870,True,False,Labor/Worker,Rural,YouTube,127,14,12,3444,7,28,48,83,Morning,8,2,10,0,At school,Mobile Data,0.5833333333333334,71.75,9.071428571428571
28,Male,Germany,76547,True,True,Driver,Urban,Instagram,211,1,17,9267,2,19,26,47,Evening,8,2,10,0,At school,Wi-Fi,0.7307692307692307,356.4230769230769,211.0
21,Female,Germany,84110,True,False,Manager,Rural,YouTube,200,13,13,7543,1,21,22,76,Afternoon,3,7,5,5,At home,Mobile Data,0.9545454545454546,342.8636363636364,15.384615384615385
32,Male,Japan,73554,True,True,Students,Rural,Facebook,190,15,19,7562,2,11,44,36,Afternoon,3,7,5,5,At work,Mobile Data,0.25,171.86363636363637,12.666666666666666
23,Other,Vietnam,40936,False,False,Students,Urban,TikTok,87,7,12,3994,4,21,23,63,Afternoon,8,2,10,0,At school,Wi-Fi,0.9130434782608695,173.65217391304347,12.428571428571429
47,Male,Indonesia,24426,False,True,Waiting staff,Rural,YouTube,84,15,16,7253,8,6,13,76,Evening,3,7,5,5,At home,Mobile Data,0.46153846153846156,557.9230769230769,5.6
55,Female,Philippines,47606,False,False,Students,Rural,TikTok,290,10,25,45,3,9,9,82,Afternoon,3,7,5,5,At home,Mobile Data,1.0,5.0,29.0
19,Male,India,67832,True,True,Students,Rural,YouTube,30,14,27,2057,6,1,49,51,Night,3,7,5,5,Commuting,Mobile Data,0.02040816326530612,41.97959183673469,2.142857142857143
32,Female,India,48151,False,False,Driver,Rural,YouTube,180,6,5,663,6,12,20,43,Night,3,7,5,5,Commuting,Mobile Data,0.6,33.15,30.0
28,Male,Indonesia,99303,True,True,Students,Rural,YouTube,24,14,25,4668,9,26,28,34,Evening,6,4,8,2,At school,Mobile Data,0.9285714285714286,166.71428571428572,1.7142857142857142
25,Female,United States,31308,False,False,Waiting staff,Rural,YouTube,220,12,16,2029,9,14,44,97,Morning,8,2,8,2,At school,Mobile Data,0.3181818181818182,46.11363636363637,18.333333333333332
43,Female,United States,82522,True,True,Students,Urban,YouTube,57,11,25,5717,4,6,37,49,Night,8,2,10,0,At home,Mobile Data,0.16216216216216217,154.51351351351352,5.181818181818182
62,Female,Germany,65671,True,True,Students,Rural,TikTok,95,19,6,2696,9,1,24,18,Night,9,1,10,0,At home,Wi-Fi,0.041666666666666664,112.33333333333333,5.0
61,Other,Indonesia,22204,False,True,Artist,Rural,YouTube,158,2,11,8831,6,22,44,61,Evening,3,7,5,5,At work,Mobile Data,0.5,200.70454545454547,79.0
22,Female,Vietnam,51131,True,True,Driver,Rural,TikTok,197,1,17,2663,2,2,33,57,Night,8,2,10,0,At home,Mobile Data,0.06060606060606061,80.6969696969697,197.0
23,Female,Germany,72428,True,False,Teacher,Urban,Facebook,160,8,26,2745,6,24,20,93,Night,6,4,8,2,At school,Mobile Data,1.2,137.25,20.0
43,Female,Barzil,53870,True,True,Students,Rural,Instagram,150,14,23,5004,2,11,48,5,Night,6,4,8,2,At school,Wi-Fi,0.22916666666666666,104.25,10.714285714285714
21,Male,Japan,69067,True,False,Engineer,Rural,YouTube,78,9,14,6321,8,3,30,89,Evening,8,2,10,0,At school,Mobile Data,0.1,210.7,8.666666666666666
36,Male,Pakistan,78585,True,True,Students,Rural,Instagram,269,2,6,5125,4,10,44,24,Evening,3,7,5,5,At home,Mobile Data,0.22727272727272727,116.47727272727273,134.5
37,Male,United States,41607,False,False,Driver,Rural,TikTok,18,5,25,4948,5,6,9,93,Evening,3,7,5,5,At home,Mobile Data,0.6666666666666666,549.7777777777778,3.6
50,Female,Japan,44968,False,True,Waiting staff,Rural,Facebook,130,8,23,4402,8,6,45,64,Morning,8,2,10,0,Commuting,Wi-Fi,0.13333333333333333,97.82222222222222,16.25
37,Female,United States,31908,False,False,Labor/Worker,Rural,Facebook,110,16,28,3427,8,20,49,59,Evening,3,7,5,5,At home,Mobile Data,0.40816326530612246,69.93877551020408,6.875
29,Male,Philippines,46423,False,True,Driver,Rural,Facebook,158,16,11,5912,6,21,17,38,Evening,9,1,10,0,At school,Mobile Data,1.2352941176470589,347.7647058823529,9.875
64,Female,Pakistan,94707,True,False,Labor/Worker,Rural,Instagram,155,13,12,394,4,2,36,33,Evening,8,2,10,0,At work,Mobile Data,0.05555555555555555,10.944444444444445,11.923076923076923
18,Female,India,98257,True,True,Students,Urban,TikTok,252,15,13,3597,1,26,14,10,Afternoon,6,4,8,2,At home,Mobile Data,1.8571428571428572,256.92857142857144,16.8
43,Female,India,81215,True,False,Labor/Worker,Rural,YouTube,250,1,4,329,7,26,19,37,Evening,6,4,8,2,At school,Wi-Fi,1.368421052631579,17.31578947368421,250.0
31,Female,Philippines,75835,True,True,Students,Rural,YouTube,52,3,7,772,8,24,7,97,Night,6,4,8,2,At home,Wi-Fi,3.4285714285714284,110.28571428571429,17.333333333333332
55,Female,Germany,69429,True,False,Students,Rural,TikTok,104,6,2,8135,9,10,3,87,Night,3,7,5,5,Commuting,Mobile Data,3.3333333333333335,2711.6666666666665,17.333333333333332
54,Other,India,58458,True,True,Driver,Rural,Instagram,235,14,6,1645,2,23,33,11,Night,8,2,10,0,At work,Wi-Fi,0.696969696969697,49.84848484848485,16.785714285714285
28,Female,Indonesia,66169,True,False,Artist,Urban,YouTube,15,4,6,9924,1,26,44,24,Evening,6,4,8,2,Commuting,Mobile Data,0.5909090909090909,225.54545454545453,3.75
53,Male,Philippines,27659,False,True,Labor/Worker,Urban,TikTok,223,18,18,1787,4,6,32,88,Morning,6,4,8,2,At school,Mobile Data,0.1875,55.84375,12.38888888888889
30,Male,Indonesia,80614,True,False,Labor/Worker,Rural,YouTube,215,15,20,9815,5,23,47,71,Evening,6,4,8,2,At work,Wi-Fi,0.48936170212765956,208.82978723404256,14.333333333333334
60,Female,India,97240,True,True,Labor/Worker,Urban,Facebook,76,9,8,999,1,28,11,21,Afternoon,3,7,5,5,At home,Wi-Fi,2.5454545454545454,90.81818181818181,8.444444444444445
20,Other,Germany,52793,True,True,Artist,Urban,YouTube,109,18,8,1848,5,17,42,20,Afternoon,8,2,10,0,Commuting,Mobile Data,0.40476190476190477,44.0,6.055555555555555
50,Male,Philippines,66473,True,True,Teacher,Rural,Instagram,21,3,29,1561,6,14,2,10,Night,8,2,10,0,Commuting,Mobile Data,7.0,780.5,7.0
23,Female,India,75751,True,True,Students,Urban,TikTok,246,10,8,773,3,5,26,89,Night,8,2,10,0,Commuting,Mobile Data,0.19230769230769232,29.73076923076923,24.6
27,Male,United States,98915,True,False,Waiting staff,Urban,Instagram,267,17,8,7311,7,23,4,47,Night,8,2,10,0,Commuting,Mobile Data,5.75,1827.75,15.705882352941176
22,Male,India,74254,True,True,Students,Rural,TikTok,144,7,1,5179,6,17,17,47,Afternoon,9,1,10,0,At work,Mobile Data,1.0,304.6470588235294,20.571428571428573
40,Female,Pakistan,27006,False,False,Waiting staff,Urban,Facebook,231,15,2,1803,4,2,17,15,Night,8,2,10,0,At home,Mobile Data,0.11764705882352941,106.05882352941177,15.4
27,Male,India,94218,True,True,Waiting staff,Rural,TikTok,165,1,12,9290,3,9,28,44,Night,9,1,10,0,Commuting,Mobile Data,0.32142857142857145,331.7857142857143,165.0
61,Male,Pakistan,85344,True,False,Students,Urban,YouTube,151,11,15,2050,5,12,30,62,Night,3,7,5,5,At work,Wi-Fi,0.4,68.33333333333333,13.727272727272727
19,Male,India,53840,True,True,Driver,Urban,YouTube,167,17,4,9790,3,19,40,6,Evening,6,4,8,2,At home,Mobile Data,0.475,244.75,9.823529411764707
